NumeroProveedor,Platillo,Description,tokens,CategoryId,SubcategoryId
364,Sopa Especial Martins (Chica),Rico caldo de pollo con arroz y cubos de pechuga de pollo. (350 ml),"['sopa', 'especial', 'martins', 'chica', 'rico', 'caldo', 'pollo', 'arroz', 'cubos', 'pechuga', 'pollo']",16,70
364,Sopa Especial Martins (530 ml),Rico caldo de pollo con arroz y cubos de pechuga de pollo.,"['sopa', 'especial', 'martins', 'rico', 'caldo', 'pollo', 'arroz', 'cubos', 'pechuga', 'pollo']",16,70
364,Milanesa Jumbo de Res,Fina escalopa de res empanizada y servida con papas tipo gajo o a la francesa doradas y ensalada regia. (120 g),"['milanesa', 'jumbo', 'res', 'fina', 'escalopa', 'res', 'empanizada', 'servida', 'papas', 'tipo', 'gajo', 'francesa', 'doradas', 'ensalada', 'regia']",16,70
364,Arrachera Martins,"Suave y jugosa arrachera marinada asada a la parrilla acompañada de cebollitas cambray asadas, papa cendré, guacamole y chiles toreados. (200 g)","['arrachera', 'martins', 'suave', 'jugosa', 'arrachera', 'marinada', 'asada', 'parrilla', 'acompañada', 'cebollitas', 'cambray', 'asadas', 'papa', 'cendré', 'guacamole', 'chiles', 'toreados']",16,70
364,Fajitas especiales de arrachera ,"Jugosas tiras de arrachera asadas sobre cama de pimientos y cebolla, servidas con guacamole, chiles toreados y papas galeana con mantequilla. (200 g.)","['fajitas', 'especiales', 'arrachera', 'jugosas', 'tiras', 'arrachera', 'asadas', 'cama', 'pimientos', 'cebolla', 'servidas', 'guacamole', 'chiles', 'toreados', 'papas', 'galeana', 'mantequilla']",16,70
364,Tampiqueña de arrachera ,"Suave arrachera de res asada a la parrilla, frijoles refritos, arroz blanco, papas galeana al perejil, guacamole y enchilada en mole poblano. (120 g)","['tampiqueña', 'arrachera', 'suave', 'arrachera', 'res', 'asada', 'parrilla', 'frijoles', 'refritos', 'arroz', 'blanco', 'papas', 'galeana', 'perejil', 'guacamole', 'enchilada', 'mole', 'poblano']",16,70
364,Tampiqueña de Pollo,"Pechuga de pollo asada a la parrilla acompañada de guacamole, frijoles refritos, arroz blanco y papas galeana con perejil. (150 g)","['tampiqueña', 'pollo', 'pechuga', 'pollo', 'asada', 'parrilla', 'acompañada', 'guacamole', 'frijoles', 'refritos', 'arroz', 'blanco', 'papas', 'galeana', 'perejil']",16,70
364,Pollo a la parrilla,Pechuga de pollo a la parrilla acompañada de papas a la francesa doradas y brócoli con queso americano gratinado. (150 g.),"['pollo', 'parrilla', 'pechuga', 'pollo', 'parrilla', 'acompañada', 'papas', 'francesa', 'doradas', 'brócoli', 'queso', 'americano', 'gratinado']",16,70
364,Pollo en cama de arroz,"Pechuga de pollo asada sobre una cama de arroz con apio y zanahoria, acompañada por ensalada de espinacas con champiñones. (150 g.)","['pollo', 'cama', 'arroz', 'pechuga', 'pollo', 'asada', 'cama', 'arroz', 'apio', 'zanahoria', 'acompañada', 'ensalada', 'espinacas', 'champiñones']",16,70
364,Pollo en mole poblano ,"Jugosa pechuga de pollo asada a la parrilla bañada con salsa de mole poblano y ajonjolí, servida con arroz blanco. (150 g.)","['pollo', 'mole', 'poblano', 'jugosa', 'pechuga', 'pollo', 'asada', 'parrilla', 'bañada', 'salsa', 'mole', 'poblano', 'ajonjolí', 'servida', 'arroz', 'blanco']",16,70
364,Pollo a la Parmesana,Jugosa milanesa de pollo con empanizado especial y queso parmesano acompañada de papas a la francesa doradas o papas tipo gajo y cubos de aguacate sobre una tostada de maíz. (150 g),"['pollo', 'parmesana', 'jugosa', 'milanesa', 'pollo', 'empanizado', 'especial', 'queso', 'parmesano', 'acompañada', 'papas', 'francesa', 'doradas', 'papas', 'tipo', 'gajo', 'cubos', 'aguacate', 'tostada', 'maíz']",16,70
364,Pescado light,"Filete de pescado de temporada al vapor, acompañado de espinacas con zanahoria y champiñones y una deliciosa ensalada de calabaza marinada al olivo y finas hierbas. (180 g)","['pescado', 'light', 'filete', 'pescado', 'temporada', 'vapor', 'acompañado', 'espinacas', 'zanahoria', 'champiñones', 'deliciosa', 'ensalada', 'calabaza', 'marinada', 'olivo', 'finas', 'hierbas']",16,70
364,Fish and Chips,"Filete de pescado de temporada con capeado de cerveza, acompañado de deliciosas papas a la francesa doradas. (180 g)","['fish', 'and', 'chips', 'filete', 'pescado', 'temporada', 'capeado', 'cerveza', 'acompañado', 'deliciosas', 'papas', 'francesa', 'doradas']",16,70
364,Pizza Pepperoni,"Salsa italiana de tomate, queso mozzarella y pepperoni.","['pizza', 'pepperoni', 'salsa', 'italiana', 'tomate', 'queso', 'mozzarella', 'pepperoni']",16,70
364,Lasagna Bolognesa,"La clásica lasagna con capas de pasta y carne de res, cubierta con salsa pomodoro y un toque de pesto, acompañada de deliciosa ensalada regia.","['lasagna', 'bolognesa', 'clásica', 'lasagna', 'capas', 'pasta', 'carne', 'res', 'cubierta', 'salsa', 'pomodoro', 'toque', 'pesto', 'acompañada', 'deliciosa', 'ensalada', 'regia']",16,70
364,Arroz blanco,,"['arroz', 'blanco']",16,70
364,Frijoles refritos ,,"['frijoles', 'refritos']",16,70
364,Aguacate rebanado,,"['aguacate', 'rebanado']",16,70
364,Verduras a la mantequilla,,"['verduras', 'mantequilla']",16,70
364,Porción de ensalada regia ,,"['porción', 'ensalada', 'regia']",16,70
364,Papa cendré,,"['papa', 'cendré']",16,70
364,Guacamole,,['guacamole'],16,70
364,Papas a la francesa,,"['papas', 'francesa']",16,70
364,Cebolla asada,,"['cebolla', 'asada']",16,70
364,Papas galeana con perejil,,"['papas', 'galeana', 'perejil']",16,70
364,Papas galeana con chorizo,,"['papas', 'galeana', 'chorizo']",16,70
364,Enchiladas Divorciadas,"Enchiladas rellenas de pechuga de pollo, bañadas en salsa verde y mole poblano, servidas con frijoles refritos. (3 pzas)","['enchiladas', 'divorciadas', 'enchiladas', 'rellenas', 'pechuga', 'pollo', 'bañadas', 'salsa', 'verde', 'mole', 'poblano', 'servidas', 'frijoles', 'refritos', 'pzas']",16,70
364,Entomatadas,"Tortillas de maíz rellenas de pechuga de pollo bañadas en salsa cassé, con queso especial gratinado y servidas con frijoles refritos. (3 pzas)","['entomatadas', 'tortillas', 'maíz', 'rellenas', 'pechuga', 'pollo', 'bañadas', 'salsa', 'cassé', 'queso', 'especial', 'gratinado', 'servidas', 'frijoles', 'refritos', 'pzas']",16,70
364,Enmoladas,"Tortillas rellenas de pechuga de pollo, cubiertas con delicioso mole poblano, acompañadas de frijoles refritos. (3 pzas)","['enmoladas', 'tortillas', 'rellenas', 'pechuga', 'pollo', 'cubiertas', 'delicioso', 'mole', 'poblano', 'acompañadas', 'frijoles', 'refritos', 'pzas']",16,70
364,Enchiladas Suizas,"Enchiladas rellenas de pollo, bañadas en deliciosa salsa suiza con queso gratinado, acompañadas de frijoles refritos. (3 pzas)","['enchiladas', 'suizas', 'enchiladas', 'rellenas', 'pollo', 'bañadas', 'deliciosa', 'salsa', 'suiza', 'queso', 'gratinado', 'acompañadas', 'frijoles', 'refritos', 'pzas']",16,70
364,Tostadas de Pechuga de Pollo,"Tostadas crujientes de maíz con pollo, finas tiras de lechuga, aguacate, queso panela, tomate y crema. (3 pzas)","['tostadas', 'pechuga', 'pollo', 'tostadas', 'crujientes', 'maíz', 'pollo', 'finas', 'tiras', 'lechuga', 'aguacate', 'queso', 'panela', 'tomate', 'crema', 'pzas']",16,70
364,Carruseles de Molletes,"Molletes de pan francés tostado con mantequilla, cubiertos con frijoles refritos receta especial,   pechuga de pollo, jamón, tocino, chorizo y queso especial gratinado (4 pzas.)","['carruseles', 'molletes', 'molletes', 'pan', 'francés', 'tostado', 'mantequilla', 'cubiertos', 'frijoles', 'refritos', 'receta', 'especial', 'pechuga', 'pollo', 'jamón', 'tocino', 'chorizo', 'queso', 'especial', 'gratinado', 'pzas']",16,70
364,Flautas Martins de Pollo,"Crujientes flautas servidas con tomate, julianas de lechuga, queso panela, crema y aguacate, acompañadas de frijoles refritos con queso y salsa de aguacate. (4 pzas)","['flautas', 'martins', 'pollo', 'crujientes', 'flautas', 'servidas', 'tomate', 'julianas', 'lechuga', 'queso', 'panela', 'crema', 'aguacate', 'acompañadas', 'frijoles', 'refritos', 'queso', 'salsa', 'aguacate', 'pzas']",16,70
364,Flautas Martins de Res,"Crujientes flautas servidas con tomate, julianas de lechuga, queso panela, crema y aguacate, acompañadas de frijoles refritos con queso y salsa de aguacate. (4 pzas)","['flautas', 'martins', 'res', 'crujientes', 'flautas', 'servidas', 'tomate', 'julianas', 'lechuga', 'queso', 'panela', 'crema', 'aguacate', 'acompañadas', 'frijoles', 'refritos', 'queso', 'salsa', 'aguacate', 'pzas']",16,70
364,Tacos de Rib Eye,Tres deliciosos tacos de rib eye y papas galeana. (120 g),"['tacos', 'rib', 'eye', 'tres', 'deliciosos', 'tacos', 'rib', 'eye', 'papas', 'galeana']",16,70
364,Tacos Top Sirloin,"Tres tacos de top sirloin asado con chorizo y pimientos, acompañados de guacamole y frijoles refritos. (120 g)","['tacos', 'top', 'sirloin', 'tres', 'tacos', 'top', 'sirloin', 'asado', 'chorizo', 'pimientos', 'acompañados', 'guacamole', 'frijoles', 'refritos']",16,70
364,Tacos de Bistec Encebollados ,"Tres tacos de bistec asado a la parrilla, cebolla asada, chiles toreados y guacamole. (120 g)","['tacos', 'bistec', 'encebollados', 'tres', 'tacos', 'bistec', 'asado', 'parrilla', 'cebolla', 'asada', 'chiles', 'toreados', 'guacamole']",16,70
364,Burritos de arrachera ,"Tortillas de harina rellenas de jugosa arrachera en fajitas con cebolla asada y queso gratinado especial, acompañados de guacamole y frijoles. (3 pzas)","['burritos', 'arrachera', 'tortillas', 'harina', 'rellenas', 'jugosa', 'arrachera', 'fajitas', 'cebolla', 'asada', 'queso', 'gratinado', 'especial', 'acompañados', 'guacamole', 'frijoles', 'pzas']",16,70
364,Tacos de Trompo,Tres tacos de trompo con papas galeana. (150 g),"['tacos', 'trompo', 'tres', 'tacos', 'trompo', 'papas', 'galeana']",16,70
364,Gringas,Tres quesadillas en tortilla de harina rellenas de trompo con queso gratinado acompañadas de papas galeana. (150 g.),"['gringas', 'tres', 'quesadillas', 'tortilla', 'harina', 'rellenas', 'trompo', 'queso', 'gratinado', 'acompañadas', 'papas', 'galeana']",16,70
364,Hamburguesa Especial Martins,"Hecha con 100% carne de res selecta, jamón, queso americano, tocino, lechuga, pepinillos, tomate, rebanadas de aguacate y papas tipo gajo o a la francesa. (150 g)","['hamburguesa', 'especial', 'martins', 'hecha', 'carne', 'res', 'selecta', 'jamón', 'queso', 'americano', 'tocino', 'lechuga', 'pepinillos', 'tomate', 'rebanadas', 'aguacate', 'papas', 'tipo', 'gajo', 'francesa']",16,70
364,Hamburguesa Cowboy,"Hecha con 100% carne de res selecta, aros de cebolla capeados, queso americano, doble tocino, salsa BBQ y papas tipo gajo o a la francesa. (150 g)","['hamburguesa', 'cowboy', 'hecha', 'carne', 'res', 'selecta', 'aros', 'cebolla', 'capeados', 'queso', 'americano', 'doble', 'tocino', 'salsa', 'bbq', 'papas', 'tipo', 'gajo', 'francesa']",16,70
364,Hamburguesa Buffalo de Pollo,"Hamburguesa de pollo empanizado bañada en salsa buffalo, queso americano, aderezo ranch, cebolla, tomate y lechuga, acompañada de papas tipo gajo o a la francesa. (100 g)","['hamburguesa', 'buffalo', 'pollo', 'hamburguesa', 'pollo', 'empanizado', 'bañada', 'salsa', 'buffalo', 'queso', 'americano', 'aderezo', 'ranch', 'cebolla', 'tomate', 'lechuga', 'acompañada', 'papas', 'tipo', 'gajo', 'francesa']",16,70
364,Pepito de Arrachera,"Arrachera marinada asada a la parrilla, frijoles refritos, chile chipotle y guacamole servido en delicioso pan francés tostado con mantequilla, acompañado de papas a la francesa doradas o tipo gajo.","['pepito', 'arrachera', 'arrachera', 'marinada', 'asada', 'parrilla', 'frijoles', 'refritos', 'chile', 'chipotle', 'guacamole', 'servido', 'delicioso', 'pan', 'francés', 'tostado', 'mantequilla', 'acompañado', 'papas', 'francesa', 'doradas', 'tipo', 'gajo']",16,70
364,Club Martins,"Pan de caja tostado con mantequilla; pechuga de pollo asada a la parrilla, jamón, queso americano, tocino, lechuga y tomate, servido con papas a la francesa doradas o tipo gajo.","['club', 'martins', 'pan', 'caja', 'tostado', 'mantequilla', 'pechuga', 'pollo', 'asada', 'parrilla', 'jamón', 'queso', 'americano', 'tocino', 'lechuga', 'tomate', 'servido', 'papas', 'francesa', 'doradas', 'tipo', 'gajo']",16,70
364,Cheesecake Milkyway,"Delicioso pastel de queso con trozos de chocolate Milky Way, cajeta y crema.","['cheesecake', 'milkyway', 'delicioso', 'pastel', 'queso', 'trozos', 'chocolate', 'milky', 'way', 'cajeta', 'crema']",16,70
364,Cheesecake Fresa,Delicioso pastel de queso cubierto de mermelada de fresa.,"['cheesecake', 'fresa', 'delicioso', 'pastel', 'queso', 'cubierto', 'mermelada', 'fresa']",16,70
364,Pastel Séptimo Cielo,Ríquisimo pastel de chocolate combinado con queso crema y un toque de nuez.,"['pastel', 'séptimo', 'cielo', 'ríquisimo', 'pastel', 'chocolate', 'combinado', 'queso', 'crema', 'toque', 'nuez']",16,70
364,Pastel de Zanahoria,Delicioso pastel individual de zanahoria con capas de queso crema.,"['pastel', 'zanahoria', 'delicioso', 'pastel', 'individual', 'zanahoria', 'capas', 'queso', 'crema']",16,70
364,Pan de Elote,"Calientito y esponjoso pan de elote con mantequilla, servido con salsa de cajeta.","['pan', 'elote', 'calientito', 'esponjoso', 'pan', 'elote', 'mantequilla', 'servido', 'salsa', 'cajeta']",16,70
364,Flan Martins,"Consiéntete con nuestro rico flan de la casa horneado con caramelo de naranja, servido con cajeta y nuez.","['flan', 'martins', 'consiéntete', 'nuestro', 'rico', 'flan', 'casa', 'horneado', 'caramelo', 'naranja', 'servido', 'cajeta', 'nuez']",16,70
364,Brownie con Nieve,Suave y tibio brownie acompañado con helado de vainilla y un toque de nuez.,"['brownie', 'nieve', 'suave', 'tibio', 'brownie', 'acompañado', 'helado', 'vainilla', 'toque', 'nuez']",16,70
364,Bola de nieve,"Bola de nieve sabor fresa, vainilla o chocolate.","['bola', 'nieve', 'bola', 'nieve', 'sabor', 'fresa', 'vainilla', 'chocolate']",16,70
364,Mini Hot Cakes,Deliciosos hot cakes tamaño dólar con fruta de temporada.,"['mini', 'hot', 'cakes', 'deliciosos', 'hot', 'cakes', 'tamaño', 'dólar', 'fruta', 'temporada']",16,70
364,Fruta infantil,Fruta fresca picada acompañada de miel.,"['fruta', 'infantil', 'fruta', 'fresca', 'picada', 'acompañada', 'miel']",16,70
364,Huevito con jamón,Huevo con jamón acompañado de papas a la francesa.,"['huevito', 'jamón', 'huevo', 'jamón', 'acompañado', 'papas', 'francesa']",16,70
364,Mini Molletes,"Molletes en pan francés tostado con mantequilla, cubiertos con frijoles refritos, jamón y queso especial gratinado.","['mini', 'molletes', 'molletes', 'pan', 'francés', 'tostado', 'mantequilla', 'cubiertos', 'frijoles', 'refritos', 'jamón', 'queso', 'especial', 'gratinado']",16,70
364,Nuggets de Pollo con Papas,Nuggets de pechuga de pollo acompañados de papas a la francesa. (6 pzas),"['nuggets', 'pollo', 'papas', 'nuggets', 'pechuga', 'pollo', 'acompañados', 'papas', 'francesa', 'pzas']",16,70
364,Hamburguesita,Hamburguesita de carne de res con jamón y queso acompañada de papas a la francesa.,"['hamburguesita', 'hamburguesita', 'carne', 'res', 'jamón', 'queso', 'acompañada', 'papas', 'francesa']",16,70
366,Café americano / decaf (refill),,"['café', 'americano', 'decaf', 'refill']",16,70
366,Capuccino,,['capuccino'],16,70
366,Mocca mexicano,,"['mocca', 'mexicano']",16,70
366,Espresso clásico,,"['espresso', 'clásico']",16,70
366,Café de olla,,"['café', 'olla']",16,70
366,Chocolate,,['chocolate'],16,70
366,Té de Manzanilla,,['manzanilla'],16,70
366,Té de hierbabuena,,['hierbabuena'],16,70
366,Té verde,,['verde'],16,70
366,Té manzana - canela,,"['manzana', 'canela']",16,70
366,Té jamaica - limón,,"['jamaica', 'limón']",16,70
366,Té negro,,['negro'],16,70
366,Café frappé oreo,,"['café', 'frappé', 'oreo']",16,70
366,Capuccino frappé,,"['capuccino', 'frappé']",16,70
366,Chocolate frappé,,"['chocolate', 'frappé']",16,70
366,Licuado del día,,"['licuado', 'día']",16,70
366,Agua embotellada. (600ml),,"['agua', 'embotellada']",16,70
366,Garrafa de agua del día (600ml),,"['garrafa', 'agua', 'día']",16,70
366,Garrafa limonada o naranjada (600ml),,"['garrafa', 'limonada', 'naranjada']",16,70
366,Limonada o naranjada mineral (473ml),,"['limonada', 'naranjada', 'mineral']",16,70
366,Cerveza,"Tecate, Indio, XX Lager, Bohemia, Amstel, Corona Extra, Victoria y Michelob Ultra.","['cerveza', 'tecate', 'indio', 'lager', 'bohemia', 'amstel', 'corona', 'extra', 'victoria', 'michelob', 'ultra']",16,70
366,Vaso Michelado ,,"['vaso', 'michelado']",16,70
366,Refresco (Refill),,"['refresco', 'refill']",16,70
366,Malteada (473ml),"Fresa, vainilla o chocolate.","['malteada', 'fresa', 'vainilla', 'chocolate']",16,70
366,Vaso con leche (473ml),,"['vaso', 'leche']",16,70
366,Jugo verde (473 ml),,"['jugo', 'verde']",16,70
366,Jugo de naranja (473 ml),,"['jugo', 'naranja']",16,70
366,Jugo de zanahoria (473 ml),,"['jugo', 'zanahoria']",16,70
366,Jugo mixto (473 ml),Naranja y zanahoria,"['jugo', 'mixto', 'naranja', 'zanahoria']",16,70
366,Fruta con yogurt y granola,Fresca fruta de temporada con yogurt natural y granola (Agregar miel por $12 pesos),"['fruta', 'yogurt', 'granola', 'fresca', 'fruta', 'temporada', 'yogurt', 'natural', 'granola', 'agregar', 'miel', 'pesos']",16,70
366,Orden de fruta,"Fruta de temporada a elegir: papaya, melón, sandía o piña (100 g)","['orden', 'fruta', 'fruta', 'temporada', 'elegir', 'papaya', 'melón', 'sandía', 'piña']",16,70
366,Plato de avena,Deliciosa avena preparada al gusto con leche o agua caliente y plátano. (400 ml.),"['plato', 'avena', 'deliciosa', 'avena', 'preparada', 'gusto', 'leche', 'agua', 'caliente', 'plátano']",16,70
366,Bisquets naturales (1 pza),Se sirven calientitos y tostados con mantequilla y mermelada o miel.,"['bisquets', 'naturales', 'pza', 'sirven', 'calientitos', 'tostados', 'mantequilla', 'mermelada', 'miel']",16,70
366,Bisquets naturales (2 pzas),Se sirven calientitos y tostados con mantequilla y mermelada o miel.,"['bisquets', 'naturales', 'pzas', 'sirven', 'calientitos', 'tostados', 'mantequilla', 'mermelada', 'miel']",16,70
366,Bisquets Integrales (1 pza),Se sirven calientitos y tostados con mantequilla y mermelada o miel.,"['bisquets', 'integrales', 'pza', 'sirven', 'calientitos', 'tostados', 'mantequilla', 'mermelada', 'miel']",16,70
366,Bisquets Integrales (2 pzas),Se sirven calientitos y tostados con mantequilla y mermelada o miel.,"['bisquets', 'integrales', 'pzas', 'sirven', 'calientitos', 'tostados', 'mantequilla', 'mermelada', 'miel']",16,70
366,Hot Cakes,"Clásicos, receta de la casa, servidos con mantequilla y jarabe de maple. (3 pzas)","['hot', 'cakes', 'clásicos', 'receta', 'casa', 'servidos', 'mantequilla', 'jarabe', 'maple', 'pzas']",16,70
366,Donas,"Suaves donas azucaradas, con un toque de canela. (2 pzas)","['donas', 'suaves', 'donas', 'azucaradas', 'toque', 'canela', 'pzas']",16,70
366,Concha de vainilla o chocolate,Tradicional concha recién horneada con cubierta sabor vainilla o chocolate.,"['concha', 'vainilla', 'chocolate', 'tradicional', 'concha', 'recién', 'horneada', 'cubierta', 'sabor', 'vainilla', 'chocolate']",16,70
366,Pan Dulce Gourmet,"Chocolatín, croissant de almendra o rol de canela.","['pan', 'dulce', 'gourmet', 'chocolatín', 'croissant', 'almendra', 'rol', 'canela']",16,70
366,Tacos de barbacoa gratinados,Barbacoa clásica con sabor norteño en tortillas de maíz doradas en adobo y queso especial gratinado. (3 pzas),"['tacos', 'barbacoa', 'gratinados', 'barbacoa', 'clásica', 'sabor', 'norteño', 'tortillas', 'maíz', 'doradas', 'adobo', 'queso', 'especial', 'gratinado', 'pzas']",16,70
366,Barbacoa 1/2 kilo,Barbacoa clásica con sabor norteño y complementos.,"['barbacoa', 'kilo', 'barbacoa', 'clásica', 'sabor', 'norteño', 'complementos']",16,70
366,Barbacoa 1kilo,Barbacoa clásica con sabor norteño y complementos.,"['barbacoa', 'kilo', 'barbacoa', 'clásica', 'sabor', 'norteño', 'complementos']",16,70
366,Tacos de chicharrón,Chicharrón guisado con deliciosa salsa verde y un toque de cilantro en tortilla de maíz. (3 pzas),"['tacos', 'chicharrón', 'chicharrón', 'guisado', 'deliciosa', 'salsa', 'verde', 'toque', 'cilantro', 'tortilla', 'maíz', 'pzas']",16,70
366,Desayuno americano,Huevos fritos acompañados de tocino y mini hot cakes con mermelada o miel de maple y mantequilla. Incluye jugo de naranja (350 ml) o fruta (100 g) y café americano refill o té de sobre.,"['desayuno', 'americano', 'huevos', 'fritos', 'acompañados', 'tocino', 'mini', 'hot', 'cakes', 'mermelada', 'miel', 'maple', 'mantequilla', 'incluye', 'jugo', 'naranja', 'fruta', 'café', 'americano', 'refill']",16,70
366,Huevos con atropellado,"Huevos fritos acompañados de atropellado, frijoles refritos y chilaquiles. Incluye jugo de naranja (350 ml) o fruta (100 g) y café americano refill o té de sobre.","['huevos', 'atropellado', 'huevos', 'fritos', 'acompañados', 'atropellado', 'frijoles', 'refritos', 'chilaquiles', 'incluye', 'jugo', 'naranja', 'fruta', 'café', 'americano', 'refill']",16,70
366,Ranchero con frijoles bola,"Huevos fritos sobre una cama de frijoles de la olla, queso panela rallado, cilantro y salsa ranchera. Incluye jugo de naranja (350 ml) o fruta (100 g) y café americano refill o té de sobre. ranchera. ","['ranchero', 'frijoles', 'bola', 'huevos', 'fritos', 'cama', 'frijoles', 'olla', 'queso', 'panela', 'rallado', 'cilantro', 'salsa', 'ranchera', 'incluye', 'jugo', 'naranja', 'fruta', 'café', 'americano', 'refill', 'ranchera']",16,70
366,Huevos rancheros,"Deliciosos huevos fritos montados sobre tortilla de maíz con dos rebanadas de jamón de pavo, bañados en salsa ranchera acompañados de frijoles refritos con queso. Incluye jugo de naranja (350 ml) o fruta (100 g) y café americano refill o té de sobre.","['huevos', 'rancheros', 'deliciosos', 'huevos', 'fritos', 'montados', 'tortilla', 'maíz', 'dos', 'rebanadas', 'jamón', 'pavo', 'bañados', 'salsa', 'ranchera', 'acompañados', 'frijoles', 'refritos', 'queso', 'incluye', 'jugo', 'naranja', 'fruta', 'café', 'americano', 'refill']",16,70
366,Desayuno ejecutivo,"Huevos al gusto, rancheros o a la mexicana, fritos o revueltos con jamón, tocino o chorizo, acompañados de frijoles refritos y papa hash brown. Incluye jugo de naranja (350 ml) o fruta (100 g) y café americano refill o té de sobre.","['desayuno', 'ejecutivo', 'huevos', 'gusto', 'rancheros', 'mexicana', 'fritos', 'revueltos', 'jamón', 'tocino', 'chorizo', 'acompañados', 'frijoles', 'refritos', 'papa', 'hash', 'brown', 'incluye', 'jugo', 'naranja', 'fruta', 'café', 'americano', 'refill']",16,70
366,Desayuno ejecutivo con molletes,"Huevos al gusto, rancheros o a la mexicana, fritos o revueltos y molletes con queso especial gratinado con chorizo. Incluye jugo de naranja (350 ml) o fruta (100 g) y café americano refill o té de sobre.","['desayuno', 'ejecutivo', 'molletes', 'huevos', 'gusto', 'rancheros', 'mexicana', 'fritos', 'revueltos', 'molletes', 'queso', 'especial', 'gratinado', 'chorizo', 'incluye', 'jugo', 'naranja', 'fruta', 'café', 'americano', 'refill']",16,70
366,Enfrijoladas de huevo con chorizo ,"Envueltos en tortilla de maíz rellenas de huevo, bañados en salsa de frijol con chorizo y queso panela. (3 pzas) Incluye jugo de naranja (350 ml) o fruta (100 g) y café americano refill o té de sobre.","['enfrijoladas', 'huevo', 'chorizo', 'envueltos', 'tortilla', 'maíz', 'rellenas', 'huevo', 'bañados', 'salsa', 'frijol', 'chorizo', 'queso', 'panela', 'pzas', 'incluye', 'jugo', 'naranja', 'fruta', 'café', 'americano', 'refill']",16,70
366,Desayuno norteño,"Huevos revueltos con carne seca seleccionada en salsa norteña, a la mexicana o natural acompañados de frijoles y tortillas de harina. Incluye jugo de naranja (350 ml) o fruta (100 g) y café americano refill o té de sobre.","['desayuno', 'norteño', 'huevos', 'revueltos', 'carne', 'seca', 'seleccionada', 'salsa', 'norteña', 'mexicana', 'natural', 'acompañados', 'frijoles', 'tortillas', 'harina', 'incluye', 'jugo', 'naranja', 'fruta', 'café', 'americano', 'refill']",16,70
366,Machacado con empalme,"Huevos revueltos con carne seca seleccionada, acompañados de empalmes con chicharrón y frijoles refritos. Incluye jugo de naranja (350 ml) o fruta (100 g) y café americano refill o té de sobre.","['machacado', 'empalme', 'huevos', 'revueltos', 'carne', 'seca', 'seleccionada', 'acompañados', 'empalmes', 'chicharrón', 'frijoles', 'refritos', 'incluye', 'jugo', 'naranja', 'fruta', 'café', 'americano', 'refill']",16,70
366,Desayuno Martins ,"Huevos revueltos con carne seca seleccionada, en salsa norteña, natural o a la mexicana, acompañados de chilaquiles verdes, frijoles refritos y tortillas de harina. Incluye jugo de naranja (350 ml) o fruta (100 g) y café americano refill o té de sobre.","['desayuno', 'martins', 'huevos', 'revueltos', 'carne', 'seca', 'seleccionada', 'salsa', 'norteña', 'natural', 'mexicana', 'acompañados', 'chilaquiles', 'verdes', 'frijoles', 'refritos', 'tortillas', 'harina', 'incluye', 'jugo', 'naranja', 'fruta', 'café', 'americano', 'refill']",16,70
366,Machacado light,"3 claras de huevo revueltas con carne seca seleccionada al gusto, en salsa norteña, a la mexicana o natural, servido con pan multigrano-linaza, espinacas salteadas y queso panela. Incluye jugo de naranja (350 ml) o fruta (100 g) y café americano refill o té de sobre.","['machacado', 'light', 'claras', 'huevo', 'revueltas', 'carne', 'seca', 'seleccionada', 'gusto', 'salsa', 'norteña', 'mexicana', 'natural', 'servido', 'pan', 'multigranolinaza', 'espinacas', 'salteadas', 'queso', 'panela', 'incluye', 'jugo', 'naranja', 'fruta', 'café', 'americano', 'refill']",16,70
366,Desayuno Mexicano,"Huevos fritos sobre una sincronizada de jamón y queso especial, acompañados de salsa ranchera y servidos con frijoles refritos. Incluye jugo de naranja (350 ml) o fruta (100 g) y café americano refill o té de sobre.","['desayuno', 'mexicano', 'huevos', 'fritos', 'sincronizada', 'jamón', 'queso', 'especial', 'acompañados', 'salsa', 'ranchera', 'servidos', 'frijoles', 'refritos', 'incluye', 'jugo', 'naranja', 'fruta', 'café', 'americano', 'refill']",16,70
366,Omelette Mexicano,"Omelette relleno de queso especial, cubierto con salsa ranchera, salsa verde y crema, servido con rebanadas de tocino, chiles toreados y frijoles refritos. Incluye jugo de naranja (350 ml) o fruta (100 g) y café americano refill o té de sobre.","['omelette', 'mexicano', 'omelette', 'relleno', 'queso', 'especial', 'cubierto', 'salsa', 'ranchera', 'salsa', 'verde', 'crema', 'servido', 'rebanadas', 'tocino', 'chiles', 'toreados', 'frijoles', 'refritos', 'incluye', 'jugo', 'naranja', 'fruta', 'café', 'americano', 'refill']",16,70
366,Omelette Mixto,"Omelette de queso especial gratinado y jamón, guarnición de papa galeana con chorizo y frijoles refritos con queso fresco. Incluye jugo de naranja (350 ml) o fruta (100 g) y café americano refill o té de sobre.","['omelette', 'mixto', 'omelette', 'queso', 'especial', 'gratinado', 'jamón', 'guarnición', 'papa', 'galeana', 'chorizo', 'frijoles', 'refritos', 'queso', 'fresco', 'incluye', 'jugo', 'naranja', 'fruta', 'café', 'americano', 'refill']",16,70
